MAE,RMSE,MedAE,MAPE(%),stock,week,model
0.0008168781913590788,0.0008647395261472495,0.0007399284114787365,98.40879253459252,22753.0,8,EGARCH
0.00035677036593744247,0.00038029489490769037,0.0003239907018009037,97.76500800721271,22753.0,16,EGARCH
0.00040909317335917513,0.00043994266751219246,0.00036609756553240933,97.97976017158638,22753.0,17,EGARCH
0.0003926995368325981,0.00043240986390587953,0.00033433209873240827,97.88187505627837,22753.0,19,EGARCH
0.00045331894191037237,0.00047919648672389864,0.0004187067482715912,98.12883023133222,22753.0,28,EGARCH
0.00039953116661911494,0.0004316956039196657,0.00035353249040474865,98.01056786147268,22753.0,33,EGARCH
0.0004583232823146432,0.0004974938545066792,0.0004093780957976693,98.03809431342656,22753.0,37,EGARCH
0.0008134548858628601,0.0008877390155186887,0.0007639444333998606,97.98893520901395,22771.0,4,EGARCH
0.0005776504031191512,0.0006540317839063611,0.0005047511702864899,97.76773358368384,22771.0,11,EGARCH
0.0006665750624879725,0.0007128299407903845,0.0006387074609738717,98.02582038149151,22771.0,12,EGARCH
0.00044082857981870367,0.0004800752470857745,0.00040715778601872467,97.69965655986428,22771.0,14,EGARCH
0.00038576965215031015,0.0004421010081250328,0.0003389039021029661,97.34828350335195,22771.0,15,EGARCH
0.0005242506660504975,0.0005811892431968245,0.00048620905099156235,97.84073970963931,22771.0,17,EGARCH
0.00043110733753336277,0.0004801154881245985,0.0003828808229988898,97.53361959295985,22771.0,19,EGARCH
0.00030255678545603484,0.0003453875853111858,0.0002603913268976995,97.31059283701762,22771.0,23,EGARCH
0.0004156389836064358,0.0004823596778467857,0.00034296240057177306,97.39012810772898,22771.0,28,EGARCH
0.00033867677417678506,0.00037340126389177067,0.0003144446322365694,97.27926119674183,22771.0,29,EGARCH
0.0003889536488455168,0.00044878239634634686,0.00031999846976239505,97.30659135690645,22771.0,33,EGARCH
0.00040816205397583156,0.0005097424860672704,0.00032259866002063776,96.96873350227212,22771.0,34,EGARCH
0.0003806577115090637,0.0004355982652838362,0.0003203505142658312,97.43881948044293,22771.0,35,EGARCH
0.0004168883877948965,0.0004855166785272224,0.00036752491629882494,97.44656452158453,22771.0,37,EGARCH
0.0010689748127758665,0.001115868923618296,0.0010336952495534795,98.15699436237625,22951.0,4,EGARCH
0.0010567799499498112,0.0011484242791311285,0.0009444950975788162,98.36568751673147,22951.0,8,EGARCH
0.0006300814462516346,0.0006783346772102206,0.0005552508593154264,98.13800098172632,22951.0,10,EGARCH
0.0008211010873420139,0.0008750511323463009,0.0007511199103225157,98.21556782706564,22951.0,11,EGARCH
0.0004045924109364158,0.0004391627463086722,0.0003736561488187492,97.87485009556582,22951.0,15,EGARCH
0.0003656442807284423,0.00039438158777985486,0.00033322023501134617,97.80323758698056,22951.0,21,EGARCH
0.0003568609641970159,0.00039088477860901264,0.00031385772179292346,97.77394439843073,22951.0,23,EGARCH
0.0006011051417534345,0.0006525974233928862,0.0005333760151964012,97.98543685822021,22951.0,29,EGARCH
0.000445346097498734,0.0004814742774095237,0.0003928919157222503,97.90125003344058,22951.0,30,EGARCH
0.0010222927093914592,0.0010854222047001433,0.0009481582101370969,98.46241216986562,48219.0,4,EGARCH
0.0005038702494992504,0.0005607243900754542,0.0004654351741593141,98.13893902408181,48219.0,6,EGARCH
0.0006424721271325133,0.0006779470932501303,0.0006271601364778933,98.1360875062658,48219.0,12,EGARCH
0.00045673137364986093,0.0005160664452982391,0.00040212361080191046,98.10586281768691,48219.0,14,EGARCH
0.0005297745235421078,0.000603186694757786,0.00046087620450078874,98.20672851747203,48219.0,16,EGARCH
0.0004593554085881906,0.0005058162518175478,0.0004191602397501893,97.96236652667261,48219.0,20,EGARCH
0.0005054296873840455,0.0005577249186188861,0.0004512830263592225,98.3101809097416,48219.0,21,EGARCH
0.00044581588716984124,0.000510049163133532,0.00039740758231975536,97.75511668806796,48219.0,25,EGARCH
0.0004942428944651873,0.0005598839860936684,0.000419972135473165,98.11601183486815,48219.0,29,EGARCH
0.00039764461759941784,0.00044197605630137205,0.0003452402049095906,97.97139747472742,48219.0,38,EGARCH
0.00018084748788563045,0.00019249901950596325,0.00016771453461532536,96.7987384283004,50200.0,5,EGARCH
0.0001410241337390435,0.00015525075759693552,0.00012665254366706806,96.10064322789357,50200.0,14,EGARCH
0.0001397943464628725,0.0001561273931091862,0.0001225315206826739,96.08454988856427,50200.0,21,EGARCH
0.0001065747945757464,0.0001150710679852094,9.999397989517636e-05,95.25289522091005,50200.0,26,EGARCH
0.0007383790283531039,0.0007627884203852551,0.0007075355202505039,98.1684835096294,104919.0,4,EGARCH
0.0002571582536090589,0.00027679008152677254,0.00023303866289241829,97.39939290542472,104919.0,5,EGARCH
0.001050017072194288,0.0010953593843500682,0.00100280266760266,98.22139241498732,104919.0,9,EGARCH
0.0002472606128539662,0.0002594855443564962,0.0002259580021709207,97.52197010854744,104919.0,14,EGARCH
0.00035768830391912256,0.0003754405170222323,0.0003389994844979404,97.89113514590967,104919.0,18,EGARCH
0.0003066107181644931,0.0003340302410907998,0.00026330897292523123,97.77692200792362,104919.0,19,EGARCH
0.0003724430725443328,0.000401988687610038,0.0003345810429236513,97.85254427232603,104919.0,24,EGARCH
0.0001690815962697134,0.00018011716376384746,0.0001530005593686023,96.73884473664,104919.0,26,EGARCH
0.00033760864176397685,0.0003639940901935374,0.00030596241107581825,97.81654057605367,104919.0,28,EGARCH
0.00019959637088374913,0.00021007618682492948,0.00018063173559179673,97.15348398127917,104919.0,29,EGARCH
0.0001611653744955218,0.00017906970286309148,0.00013395595962647895,96.49820432951584,104919.0,32,EGARCH
0.00017391668912532634,0.00019534547156926517,0.00014334529826893612,96.69355091345564,104919.0,35,EGARCH
0.00024205452056168643,0.0002665021527068922,0.00020874226407918085,97.23225568205609,104919.0,38,EGARCH
